user	postsNum	followersNum	followingNum	hasLocation	AtUserNum	AtUserPostsNum	AtUserFollowerNum	AtUserFollowingNum	hashTagNum	hashTagPostsNum	likeNum
instylemagazine	8,211	2m	1,008	0	6	70;5,100;49;1,770;1,202;815;	428;18.4k;445;226;293;1,264;	431;2,100;1,170;881;277;7,505;	1	1,183,175	54,985
instylemagazine	8,211	2m	1,008	0	10	96;654;508;48;4;682;516;141;495;1,459;	724;473;177;93;23;397;92;630;324;4,566;	368;681;536;313;20;704;142;499;410;413;	1	1,183,185	71,415
instylemagazine	8,211	2m	1,008	0	9	15;6;104;0;80;11;378;9;82;	1,153;52;4,539;495;589;136;88;247;152;	1,065;51;47;589;448;483;108;317;556;	1	1,183,188	41,893
instylemagazine	8,211	2m	1,008	0	16	252;34;1,860;360;157;1,270;93;134;15;168;1,270;168;1,270;1,860;14;68;	364;2,517;1,666;1,617;123;57;120;6,005;161;3,695;57;3,695;57;1,666;390;169;	539;843;1,111;997;818;567;364;85;119;767;567;767;567;1,111;381;156;	1	1,183,206	207,674
instylemagazine	8,211	2m	1,008	0	6	203;203;1,433;13;15;3,783;	790;171;654;324;125;25.1k;	1,671;312;746;194;151;1,011;	1	1,183,223	29,244
instylemagazine	8,211	2m	1,008	0	8	1,712;2,927;12;656;589;577;77;3,783;	323k;10.4m;79;191;170;1,330;152;25.1k;	408;1;265;379;168;1,457;563;1,011;	1	1,183,233	35,956
instylemagazine	8,211	2m	1,008	0	26	825;534;243;821;1,587;132;407;252;133;292;395;133;723;69;44;87;32;287;86;271;1,964;395;292;304;932;119;	1.1m;271;318;616;696;392;1,391;318;358;494;490;358;454;126;1,059;375;131;288;272;278;1,440;490;494;545;179;505;	16;578;52;369;1,070;412;949;264;643;399;371;643;1,180;171;373;100;97;475;125;347;3,233;371;399;331;481;493;	2	1,183,2423,175,422	133,530
instylemagazine	8,211	2m	1,008	0	11	1,162;2,174;141;1;70;247;75;113;663;0;663;	8.2m;333k;646;551;305;902;134;245;245;2;245;	28;547;658;368;490;484;206;667;301;14;301;	1	1,183,268	26,202
chrissyteigen	3,285	17.2m	880	0	17	991;3,285;3,285;3,285;58;1,010;1,670;991;3,285;1,670;991;3,285;938;295;344;123;3,285;	508k;17.2m;17.2m;17.2m;163;561;1,195;508k;17.2m;1,195;508k;17.2m;202;213;215;174;17.2m;	979;880;880;880;327;599;4,088;979;880;4,088;979;880;321;221;448;173;880;	1	8	686,515
chrissyteigen	3,285	17.2m	880	0	9	1,481;213;93;117;134;53;3,285;384;310;	799;270;1,303;739;956;300;17.2m;306;98;	1,728;260;625;670;1,056;440;880;999;1,826;	0		3,403,873
chrissyteigen	3,285	17.2m	880	0	13	1,887;3,285;1,887;1,302;3,285;1,887;182;59;1,887;487;943;18;3,285;	265;17.2m;265;1.1m;17.2m;265;116;860;265;278;337;8,006;17.2m;	692;880;692;1,414;880;692;157;646;692;740;288;433;880;	0		941,202
chrissyteigen	3,285	17.2m	880	0	6	46;229;3,285;1,276;38;298;	18.4k;19.6k;17.2m;738;217;627;	35;247;880;901;286;542;	2	8301,140	1,062,971
chrissyteigen	3,285	17.2m	880	0	11	126;16;3,285;3,285;721;82;21;46;1,145;2,027;977;	910;685;17.2m;17.2m;690;140;795;5,210;1,225;537k;35.8k;	843;612;880;880;662;184;3,337;49;858;112;1,197;	0		589,555
chrissyteigen	3,285	17.2m	880	0	23	183;671;3,988;3,285;3,285;671;3,285;3,285;3,285;3,285;3,285;487;301;195;28;3,285;1,512;2,319;3,285;562;418;3,285;	78.3k;209;562k;17.2m;17.2m;209;17.2m;17.2m;17.2m;17.2m;17.2m;983;591;128;202;17.2m;288;610;17.2m;247;78;17.2m;	4,894;484;367;880;880;484;880;880;880;880;880;926;658;470;342;880;567;861;880;349;819;880;	0		623,770
chrissyteigen	3,285	17.2m	880	0	6	1,632;857;425;5;147;138;	18.8k;605;1,213;541;2,415;504;	280;851;858;515;373;462;	0		1,304,981
chrissyteigen	3,285	17.2m	880	0	8	2,236;211;27;189;57;73;1,851;17;	306k;394;126;365;674;932;919;82;	600;430;136;347;1,195;1,057;2,007;85;	1	15	440,717
chrissyteigen	3,285	17.2m	880	0	6	3,285;396;1,641;267;3,285;325;	17.2m;385;293k;1,092;17.2m;309;	880;652;811;3,371;880;468;	0		521,631
chrissyteigen	3,285	17.2m	880	0	13	178;173;73;601;244;7;3;25;84;36;518;607;94;	192;1,441;325;468;2,845;104;148;705;1,047;222;2,301;1,026;1,150;	280;882;380;640;859;102;195;685;809;216;709;527;1,072;	11	981,4889,325,16634,500151,104,2501,716,22739,034,795785,39096,0711,693,192707,385	934,602
chrissyteigen	3,285	17.2m	880	0	13	3,285;124;727;231;1,217;62;77;542;29;159;444;3,285;46;	17.2m;750;268;650;326;391;278;301;244;381;361;17.2m;355;	880;748;553;442;221;376;419;337;308;387;689;880;433;	1	981,489	930,707
chrissyteigen	3,285	17.2m	880	0	16	369;210;286;142;1,598;1,273;35;861;759;1,355;1,355;25;64;489;304;3,285;	801;383;213;1,143;3,818;700;188;807;642;1,646;1,646;109;125;250;1,565;17.2m;	712;1,309;342;928;1,325;672;347;860;754;911;911;108;45;475;1,080;880;	0		1,018,801
chrissyteigen	3,285	17.2m	880	0	11	1,309;1;15;4,348;1,353;1,118;2,833;1;34;207;1;	483k;3,735;517;111m;8.2m;239;2.2m;66;205;1,356;13;	1,218;0;132;120;401;436;297;148;142;820;85;	0		302,400
chrissyteigen	3,285	17.2m	880	0	10	3,285;108;7;3,139;10;7;3,285;152;307;1,869;	17.2m;174;945;1m;310;945;17.2m;187;12.1k;799;	880;401;669;100;619;669;880;529;4,859;1,023;	0		429,360
chrissyteigen	3,285	17.2m	880	0	14	4,457;5,980;252;188;33;220;1,309;2,403;26;3,139;3,139;452;357;37;	20.3m;2.3m;692;696;251;641;483k;2m;40;1m;1m;247;406;98;	455;294;588;1,174;1,086;493;1,218;1,136;176;100;100;455;992;1,186;	0		660,516
chrissyteigen	3,285	17.2m	880	0	7	1,840;367;209;336;81;26;896;	13.6k;58.3k;15;1,598;1,330;258;2,116;	924;107;172;1,953;735;278;727;	0		296,759
chrissyteigen	3,285	17.2m	880	0	10	1,840;483;1,353;3;3,285;3,285;387;3,285;77;55;	13.6k;409k;8.2m;7;17.2m;17.2m;1,509;17.2m;342;97;	924;43;401;3;880;880;1,443;880;562;174;	0		931,015
chrissyteigen	3,285	17.2m	880	0	21	3,066;421;141;592;3,139;665;1,869;643;688;429;53;1,050;13;381;13;1;628;105;3;914;807;	158k;906;137;451;1m;505;561;188;68;235;161;1,783;589;385;589;497k;21.9k;1,817;151;837;610;	194;851;144;322;100;496;2,093;173;116;259;306;255;1,153;209;1,153;124;10;1,339;182;691;2,181;	0		821,674
chrissyteigen	3,285	17.2m	880	0	23	808;973;808;40;194;108;279;66;711;277;711;181;229;153;862;4,678;112;794;126;7;161;174;1,580;	321;330;321;85;1,286;133;159;95;1,219;480;1,219;2,046;374;627;61;1,279;771;1,747;58;566;134;286;352;	729;502;729;237;272;185;313;396;886;489;886;838;510;477;89;7,503;792;2,803;89;448;172;629;386;	0		891,629
chrissyteigen	3,285	17.2m	880	0	15	1,632;3,285;5,980;516;642;10;516;746;297;136;824;8;2,816;824;187;	18.8k;17.2m;2.3m;597;851;49;597;283k;1,419;1,186;19.5k;10;1,279;19.5k;1,347;	280;880;294;510;869;296;510;890;707;905;434;12;1,632;434;1,043;	0		738,757
chrissyteigen	3,285	17.2m	880	0	7	395;136;61;324;1,038;3,285;1,353;	708;131;61;2,238;162k;17.2m;8.2m;	485;117;119;444;1,940;880;401;	0		484,934
yanismarshall	5,240	800k	772	1	11	3,661;3,661;3,661;2,415;198;263;421;5,240;3,661;263;789;	12.5m;12.5m;12.5m;12.5m;5,484;21.3m;184;800k;12.5m;21.3m;2,526;	248;248;248;349;2,639;2;365;772;248;2;1,835;	7	138215,12417,73216,312,25023,94111,120,4272	18,696
yanismarshall	5,240	800k	772	1	9	2,561;256;322;5,240;5,240;320;136;257;137;	715k;40.3k;62.2k;800k;800k;20.9m;467;1,373;401;	553;61;1,436;772;772;79;267;484;573;	6	8,08935,2661,137,9202,315945,187	12,842
yanismarshall	5,240	800k	772	1	9	3,423;5,240;300;29;29;3,423;300;221;230;	113k;800k;189;63;63;113k;189;4,735;1,284;	645;772;590;118;118;645;590;3,296;1,156;	3	18,214,0688,283256,659	1,472
yanismarshall	5,240	800k	772	1	10	236;504;5,240;229;3,388;1,589;5,240;320;86;230;	586;1,055;800k;1,455;11.1m;1,469;800k;20.9m;189;1,266;	598;1,423;772;1,274;145;647;772;79;848;1,608;	3	3,3623491,183,537	81,372
yanismarshall	5,240	800k	772	1	16	5,240;40;62;5,569;173;5,240;634;190;961;182;35;1,091;229;651;222;173;	800k;16.3k;4,853;1,186;303;800k;14.1k;16.1k;86.8k;1,791;225;27.9k;353;949;260;303;	772;100;1,538;1,877;588;772;1,460;67;544;936;342;816;223;447;410;588;	0		5,699
yanismarshall	5,240	800k	772	1	16	512;165;30;30;30;512;5,240;1,216;512;512;5,240;512;512;512;512;304;	5.1m;430;457;457;457;5.1m;800k;237;5.1m;5.1m;800k;5.1m;5.1m;5.1m;5.1m;381;	728;741;585;585;585;728;772;345;728;728;772;728;728;728;728;385;	0		38,315
yanismarshall	5,240	800k	772	1	3	1,813;10;314;	78.4k;137;139;	1,268;244;149;	0		13,721
yanismarshall	5,240	800k	772	1	4	1,813;5,240;5,240;5,240;	78.4k;800k;800k;800k;	1,268;772;772;772;	0		16,844
yanismarshall	5,240	800k	772	1	2	1,813;5,240;	78.4k;800k;	1,268;772;	0		9,381
yanismarshall	5,240	800k	772	1	7	1,813;5,240;5,240;145;256;1,967;0;	78.4k;800k;800k;269;40.3k;31.1k;8;	1,268;772;772;999;61;867;7;	0		19,447
yanismarshall	5,240	800k	772	1	13	6,726;231;70;219;336;70;350;209;216;77;77;854;137;	553k;434;410;242;2,131;410;267;93;2,070;257;257;1,230;70;	2,963;564;551;345;1,732;551;412;121;3,848;288;288;604;310;	1	12	21,595
yanismarshall	5,240	800k	772	1	1	5,240;	800k;	772;	1		25,449
yanismarshall	5,240	800k	772	1	12	146;757;5,240;501;79;367;146;125;367;501;5,240;54;	3,264;1,321;800k;314;156;98;3,264;389;98;314;800k;467;	874;1,075;772;949;273;348;874;876;348;949;772;569;	0		16,993
yanismarshall	5,240	800k	772	1	9	221;2,569;5,240;23;16;23;16;23;23;	4,735;162k;800k;221;274;221;274;221;221;	3,296;504;772;368;373;368;373;368;368;	0		15,460
yanismarshall	5,240	800k	772	1	19	1,823;15;47;406;50;153;562;153;978;646;277;456;2,761;82;1,362;45;79;45;151;	6.7m;489;191;125;279;237;626;237;531;678;554;711;251;549;509;213;136;336;445;	151;490;172;650;142;458;984;458;606;514;454;940;282;1,052;588;265;242;527;606;	9	1,095,86514,881,19711,286,7861,792,8305,67424,3721,9606231,488,351	22,915
freeform	8,164	912k	327	0	19	141;72;34;47;191;2,078;1,281;473;47;34;309;91;846;91;1,281;1,612;573;8;173;	782;434;493;733;297;692;806;304;733;493;238;86;172;86;806;522;255;167;645;	1,508;751;604;496;572;1,864;1,149;419;496;604;334;69;458;69;1,149;678;996;37;330;	1	132,617	1,633
freeform	8,164	912k	327	0	3	153;800;165;	1.9m;199;39.3k;	242;382;61;	1	4,403	2,098
freeform	8,164	912k	327	0	3	7,691;542;19;	1.2m;727k;15;	1,994;11;73;	1	76,522	2,022
freeform	8,164	912k	327	0	1	8,164;	912k;	327;	1	8,788,089	1,901
freeform	8,164	912k	327	0	24	869;478;3;27;81;27;206;571;1,220;4;172;68;144;1,282;31;454;52;71;69;321;303;151;335;35;	228;766;209;222;421;550;1,159;837;341;476;443;134;111;418;633;1,094;390;403;216;565;319;251;1,110;68;	62;749;269;440;576;496;1,093;1,005;1,360;471;374;144;194;372;379;915;325;303;319;848;161;856;1,857;106;	1	399,787	13,112
freeform	8,164	912k	327	0	16	5,632;112;229;2,021;306;116;123;72;1,369;37;9;387;710;387;591;0;	2m;704;166;356;412;151;554;918;338;897;556;675;607;675;352;16;	197;673;266;580;337;223;714;423;1,684;799;396;674;740;674;1,137;33;	1	1,183,711	6,766
freeform	8,164	912k	327	0	5	8,164;775;156;149;	912k;612;83;372;	327;1,962;39;562;	1	8,788,093	2,610
freeform	8,164	912k	327	0	15	157;67;232;67;49;21;792;1,255;8,164;694;526;3;393;63;	567;869;329;142;1,310;7;463;50;912k;1,063;215;443;227;2,619;	813;624;322;318;789;127;1,241;78;327;718;303;478;382;780;	1	1,183,728	10,810
freeform	8,164	912k	327	0	12	83;241;306;61;870;41;568;287;568;916;401;8,164;	871;254;194;179;552k;276;201;159;201;432;215;912k;	866;446;1,182;383;72;144;538;225;538;534;499;327;	1	1,183,749	2,798
freeform	8,164	912k	327	0	5	1,053;164;83;8,164;2;	84.3k;3,231;282;912k;129;	52;167;202;327;455;	0		5,039
freeform	8,164	912k	327	0	18	1,912;8,257;164;21;808;8,164;114;1,989;452;1,718;452;165;164;235;72;696;126;88;	49.1k;933k;450;161;674;912k;371;912;1,981;392;1,981;39.3k;450;521;655;1,676;65;104;	353;581;556;271;755;327;409;1,110;2,251;908;2,251;61;556;379;962;919;38;371;	1	1,183,764	6,196
freeform	8,164	912k	327	0	5	5,632;18;374;8,164;128;	2m;407;902;912k;208;	197;1,649;553;327;426;	0		15,179
freeform	8,164	912k	327	0	6	45;8,164;2,468;627;499;107;	282;912k;371k;660;509;65k;	75;327;395;664;838;25;	1	1,758	10,521
freeform	8,164	912k	327	0	3	40;1,054;8,164;	24.6k;4.9m;912k;	983;537;327;	2	25,7241,758	4,200
freeform	8,164	912k	327	0	13	2,469;6,010;5,347;2,469;6,010;2,469;160;56;1,031;366;50;68;85;	8.3m;5.2m;7.6m;8.3m;5.2m;8.3m;516;1,356;165;114;321;388;914;	895;531;243;895;531;895;905;929;518;158;809;603;703;	2	189,481	5,536
freeform	8,164	912k	327	0	10	135;7;151;5;18;3,470;8,164;371;8,164;8,164;	36;617;275;36;103;1.7m;912k;146;912k;912k;	140;1,732;341;136;164;109;327;136;327;327;	2	501,758	4,094
freeform	8,164	912k	327	0	5	3,458;1,365;1;3;1;	838k;2.1m;350;508;350;	145;2,054;381;513;381;	1	1,758	7,103
freeform	8,164	912k	327	0	2	25;102;	4,295;190;	519;402;	2	10,0701,758	3,598
freeform	8,164	912k	327	0	1	658;	277k;	69;	1	1,758	2,371
freeform	8,164	912k	327	0	4	1,844;773;3,470;8,164;	1.7m;404k;1.7m;912k;	288;1,260;109;327;	1	1,758	5,518
willevy	619	6m	370	0	7	1,316;18;49;619;6,550;1,316;619;	2m;291k;175k;6m;104;2m;6m;	419;304;34;370;216;419;370;	1	8,354,228	511,825
willevy	619	6m	370	0	5	18;619;619;619;619;	291k;6m;6m;6m;6m;	304;370;370;370;370;	1	1,828,871	428,182
willevy	619	6m	370	0	22	13,170;18;5,002;1,127;39;605;226;1;98;254;7;171;277;619;619;619;17;52;98;52;619;52;	2.1m;291k;135k;3,788;226;133;1,057;146;10.4k;6,841;210;397;5,186;6m;6m;6m;955;100;10.4k;100;6m;100;	791;304;356;300;471;449;2,976;124;106;182;335;620;199;370;370;370;99;202;106;202;370;202;	2	127,92516,193	419,816
willevy	619	6m	370	0	13	35;993;35;619;993;2,187;2,187;619;619;619;619;619;619;	295;11.7k;295;6m;11.7k;25k;25k;6m;6m;6m;6m;6m;6m;	22;861;22;370;861;1,259;1,259;370;370;370;370;370;370;	1	324,392,957	90,539
willevy	619	6m	370	0	8	22,188;5,455;619;66;8;619;619;30;	41.8k;7,802;6m;708;308;6m;6m;2,059;	1,260;54;370;193;2,390;370;370;739;	2	324,392,978319	197,147
willevy	619	6m	370	0	10	1,316;619;619;0;619;619;619;0;1,295;429;	2m;6m;6m;212;6m;6m;6m;32;2,107;370;	419;370;370;11;370;370;370;385;11;443;	0		649,278
willevy	619	6m	370	0	10	18;4;619;619;619;3;12;619;20;1,316;	291k;80;6m;6m;6m;117;1,947;6m;1,120;2m;	304;763;370;370;370;71;831;370;66;419;	0		256,230
willevy	619	6m	370	0	4	1,226;32;619;619;	148k;7,765;6m;6m;	345;10;370;370;	6	4,376,485291,7863,035,4412,328,27473,9728,751	285,840
willevy	619	6m	370	0	13	516;91;619;319;25;246;191;64;1,054;1,054;619;29;18;	6,088;224;6m;1,213;462;301;577;315;503;503;6m;353;292;	1,185;404;370;568;670;893;249;1,166;1,245;1,245;370;503;623;	4	4,376,48532,44720,45923,582	346,539
willevy	619	6m	370	0	4	49;1;14;619;	175k;61;197;6m;	34;87;189;370;	0		281,926
willevy	619	6m	370	0	12	32;128;37;619;0;0;0;21;25;21;25;21;	7,765;1,015;69.2k;6m;122;95;97;24;32;24;32;24;	10;716;45;370;455;1,773;331;24;34;24;34;24;	6	826,47832,44728,753,28115,70812,593,15120,459	320,122
willevy	619	6m	370	0	15	32;128;619;0;0;2;5;24;19;9;15;3,709;122;3,709;	7,765;1,015;6m;82;27;58;36;439;34;9;1,340;59.3k;1,243;59.3k;	10;716;370;26;12;52;69;308;215;26;305;126;1,106;126;	2	5,542,41323,582	122,999
willevy	619	6m	370	0	15	32;7;868;516;677;1,100;142;465;1,743;216;132;285;619;1,100;619;	7,765;1,940;665;6,088;56.9k;396k;4,132;2,325;50.3k;2,106;18.8k;1,057;6m;396k;6m;	10;149;393;1,185;601;712;776;1,570;400;776;50;661;370;712;370;	6	32,4474,55612,593,151343,08518,313,92420,459	82,173
willevy	619	6m	370	0	7	516;868;32;7;619;619;619;	6,089;665;7,765;1,940;6m;6m;6m;	1,185;393;10;149;370;370;370;	8	23,582466,13632,44720,45814,014,82818,313,92612,593,146343,085	143,589
willevy	619	6m	370	0	22	7;868;516;677;216;556;32;132;142;372;465;91;6;71;43;0;1,216;574;39;619;619;	1,940;665;6,088;56.9k;2,106;639;7,765;18.8k;4,132;2,814;2,325;224;820;1,117;20.9k;43;185;1.3m;395;6m;6m;	149;393;1,185;601;776;1,255;10;50;776;1,594;1,570;404;609;974;1,474;81;275;501;309;370;370;	2	32,44720,459	591,100
willevy	619	6m	370	0	11	868;516;2,385;110;19;1,226;32;619;619;619;41;	665;6,088;13.6k;2,443;2,815;148k;7,765;6m;6m;6m;1,158;	393;1,185;668;50;671;345;10;370;370;370;657;	4	324,393,46132,44713,57720,459	264,253
willevy	619	6m	370	0	5	318;2,385;3,832;1,743;619;	11.3k;13.6k;81.7k;50.3k;6m;	694;668;210;400;370;	2	32,4473,323,820	118,261
willevy	619	6m	370	0	18	18;3,667;112;164;1,027;290;0;129;62;307;123;25;1,454;1,454;1,454;25;619;272;	291k;176k;1,457;2,490;5,983;1,018;6;648;1,229;1,013;434;1,051;1,386;1,386;1,386;2,512;6m;517;	304;2,148;1,397;337;298;576;208;481;987;1,156;426;578;621;621;621;4,177;370;208;	0		339,899
willevy	619	6m	370	1	9	619;122;619;1,023;619;1,023;11;44;11;	6m;193;6m;446;6m;446;179;1,032;179;	370;2,639;370;814;370;814;268;591;268;	1	28,148,226	228,928
willevy	619	6m	370	1	4	18;168;0;	291k;1,821;2,686;	304;835;1,560;	1	41,717	229,013
willevy	619	6m	370	0	9	32;868;302;190;619;28;168;619;619;	7,765;665;183;434;6m;535;1,861;6m;6m;	10;393;351;481;370;407;1,097;370;370;	6	32,44732,44720,45923,5829,460926,679	496,624
willevy	619	6m	370	0	8	1,416;619;619;565;78;370;619;56;	5,458;6m;6m;2,037;997;545;6m;180;	174;370;370;173;983;635;370;1,201;	1	77,497	59,680
willevy	619	6m	370	1	14	733;2,207;98;3;51;7;9;9;9;733;619;9;481;619;	133k;133k;192;105;297;85;9;9;9;133k;6m;9;817;6m;	59;2,402;264;171;227;47;26;26;26;59;370;26;1,446;370;	4	72,7407,176,03420,797,8613,771,852	125,436
willevy	619	6m	370	0	10	115;434;341;499;619;619;619;20;100;20;	177;1,247;603;369;6m;6m;6m;421;2,145;421;	194;652;651;613;370;370;370;441;1,922;441;	4	3,38732,44723,58220,458	578,398
stylecollective	1,835	230k	120	0	4	376;1,620;227;4;	285;376;210;205;	439;1,624;722;228;	1	1,184,157	5,010
stylecollective	1,835	230k	120	0	11	57;67;1,027;375;593;301;642;209;415;81;45;	1,555;313;657;122;2,114;2,030;2,571;287;680;803;105;	978;307;1,015;261;1,398;1,021;1,930;800;985;813;126;	1	1,184,170	6,821
stylecollective	1,835	230k	120	0	8	123;338;32;2,017;158;333;2,017;2,017;	394;269;1,844;500;579;1,009;500;500;	457;583;782;617;1,074;943;617;617;	1	1,184,178	8,205
stylecollective	1,835	230k	120	0	5	465;86;970;26;369;	448;475;755;637;552;	699;293;955;782;758;	0		8,959
stylecollective	1,835	230k	120	0	1	2,107;	11.9m;	761;	0		1,106
stylecollective	1,835	230k	120	0	10	1,395;229;832;1;1,859;18;1;1,310;702;289;	6,211;233;807;0;36.1k;930;426;188;551;901;	866;228;223;0;89;2,215;335;141;1,119;581;	1	1,184,187	17,159
stylecollective	1,835	230k	120	0	0				0		1,308
stylecollective	1,835	230k	120	0	7	755;223;298;370;99;99;9;	679;334;514;542;136;136;67;	856;220;419;481;237;237;14;	1	1,184,195	56,430
stylecollective	1,835	230k	120	0	0				0		1,064
stylecollective	1,835	230k	120	0	19	1,315;669;72;2,325;1,315;669;68;648;20;669;108;919;2,325;2,325;471;1;266;24;38;	1,252;324;1,040;454;1,252;324;238;797;602;324;354;805;454;454;1,013;384;207;11;82;	401;409;879;623;401;409;427;716;1,866;409;2,612;876;623;623;823;371;264;43;110;	0		11,343
stylecollective	1,835	230k	120	0	19	0;838;54;352;558;14;558;14;558;4;0;4;31;0;0;31;183;1,096;600;	11;421;169;290;855;829;855;829;855;187;11;187;115;11;11;115;562;251;207;	23;243;197;479;208;742;208;742;208;221;23;221;225;23;23;225;365;294;894;	1	1,184,217	29,740
stylecollective	1,835	230k	120	0	0				0		848
stylecollective	1,835	230k	120	0	0				0		656
stylecollective	1,835	230k	120	0	0				0		331
stylecollective	1,835	230k	120	0	2	3,081;697;	2.7m;92;	2,192;373;	1	84,250,019	1,166
stylecollective	1,835	230k	120	0	1	248;	453;	440;	1	3,080,046	1,131
stylecollective	1,835	230k	120	0	0				0		636
stylecollective	1,835	230k	120	0	0				0		1,192
stylecollective	1,835	230k	120	0	1	1,671;	17.6m;	491;	0		856
stylecollective	1,835	230k	120	0	4	2,660;279;355;2,245;	9.6m;331;96;240;	298;763;426;350;	0		728
stylecollective	1,835	230k	120	0	2	1,477;39;	538;118;	769;337;	0		3,981
stylecollective	1,835	230k	120	0	0				2	3,080,04684,250,029	3,278
stylecollective	1,835	230k	120	0	4	61;76;1,106;355;	59;577;72;398;	262;552;653;430;	0		3,106
stylecollective	1,835	230k	120	0	0				1	3,080,048	1,460
stylecollective	1,835	230k	120	0	0				1	3,080,048	1,892
stylecollective	1,835	230k	120	0	0				0		1,683
stylecollective	1,835	230k	120	0	0				0		2,068
brunotonioliofficial	385	113k	257	0	5	385;474;385;385;	113k;536;113k;113k;	257;505;257;257;	2	57,492,18211,250,184	1,010
brunotonioliofficial	385	113k	257	0	1	133;	32;	117;	1	1,184,265	10,341
brunotonioliofficial	385	113k	257	0	5	2,425;114;474;319;385;	368k;166;536;448;113k;	147;295;505;1,118;257;	3	1,297268,786965,536	870
brunotonioliofficial	385	113k	257	1	5	385;385;385;385;	113k;113k;113k;113k;	257;257;257;257;	0		2,494
brunotonioliofficial	385	113k	257	0	2	705;2,425;	24.2k;368k;	342;147;	2	965,536268,786	648
brunotonioliofficial	385	113k	257	0	8	326;385;771;173;2,164;385;385;385;	98;113k;574;170;334k;113k;113k;113k;	185;257;1,061;284;545;257;257;257;	1	423,714,783	3,459
brunotonioliofficial	385	113k	257	0	11	1,144;4,211;385;422;125;4;474;1,787;360;168;385;	19.7k;1.3m;113k;1,212;291;257;536;158;650;182;113k;	416;282;257;1,146;423;549;505;957;638;762;257;	1	628,938	3,528
brunotonioliofficial	385	113k	257	0	2	4,211;0;	1.3m;3;	282;0;	1	628,938	876
brunotonioliofficial	385	113k	257	0	4	84;474;385;385;	447;536;113k;113k;	1,063;505;257;257;	1	57,078	1,342
brunotonioliofficial	385	113k	257	0	4	385;385;299;202;	113k;113k;113;219;	257;257;134;358;	0		3,210
brunotonioliofficial	385	113k	257	0	1	2,047;	187;	399;	0		3,265
brunotonioliofficial	385	113k	257	0	1	474;	536;	505;	1	7,457,281	1,806
brunotonioliofficial	385	113k	257	0	2	474;283;	536;235;	505;749;	1	70,644,311	3,278
brunotonioliofficial	385	113k	257	1	8	27;1,409;44;135;158;180;158;385;	404;314;754;316;49;112;49;113k;	502;245;821;870;173;446;173;257;	7	35,699,56142,093,8589,668,76512,341,35542,228,9151,317,511,54551,632,958	3,325
